sport,game_group,team,zone,coverage,situation,hand,height,shot_flight,off_pass,outcome
girls_lacrosse,15,mka,3,heavily_covered,settled,right,high,air,f,on_target
girls_lacrosse,15,mka,6,wide_open,penalty_shot,right,low,bouncer,f,on_target
girls_lacrosse,15,opponent,1,heavily_covered,penalty_shot,right,high,air,f,on_target
girls_lacrosse,15,mka,6,heavily_covered,transition,right,low,air,f,on_target
girls_lacrosse,15,mka,1,lightly_covered,settled,right,high,air,t,goal
girls_lacrosse,15,mka,2,lightly_covered,settled,right,high,air,t,goal
girls_lacrosse,15,mka,1,wide_open,settled,right,low,bouncer,t,goal
girls_lacrosse,15,mka,1,wide_open,settled,right,high,air,t,on_target
girls_lacrosse,15,mka,6,wide_open,settled,right,low,air,t,goal
girls_lacrosse,15,mka,6,wide_open,penalty_shot,right,low,air,f,goal
girls_lacrosse,15,mka,1,lightly_covered,transition,right,high,air,t,goal
girls_lacrosse,15,opponent,9,lightly_covered,settled,right,high,air,f,off_target
girls_lacrosse,15,mka,7,lightly_covered,penalty_shot,right,low,air,f,on_target
girls_lacrosse,15,mka,2,wide_open,settled,right,low,air,t,off_target
girls_lacrosse,15,opponent,2,heavily_covered,transition,right,low,bouncer,f,goal
girls_lacrosse,15,opponent,5,lightly_covered,transition,right,high,air,f,on_target
girls_lacrosse,15,mka,3,wide_open,transition,right,high,air,t,goal
girls_lacrosse,15,mka,2,wide_open,transition,right,high,air,t,on_target
girls_lacrosse,15,mka,2,wide_open,transition,right,low,air,f,goal
girls_lacrosse,15,opponent,2,lightly_covered,settled,right,high,air,f,goal
girls_lacrosse,15,opponent,2,wide_open,settled,right,high,air,f,on_target
girls_lacrosse,16,mka,6,lightly_covered,settled,right,high,air,t,goal
girls_lacrosse,16,mka,2,heavily_covered,penalty_shot,left,high,air,t,off_target
girls_lacrosse,16,mka,2,heavily_covered,settled,left,high,air,t,goal
girls_lacrosse,16,opponent,6,heavily_covered,settled,right,low,bouncer,f,off_target
girls_lacrosse,16,mka,2,heavily_covered,penalty_shot,left,high,air,f,off_target
girls_lacrosse,16,mka,3,heavily_covered,settled,right,high,air,f,goal
girls_lacrosse,16,opponent,2,wide_open,transition,right,high,air,f,goal
girls_lacrosse,16,opponent,5,heavily_covered,settled,right,low,air,f,off_target
girls_lacrosse,16,mka,2,heavily_covered,settled,right,high,air,f,on_target
girls_lacrosse,16,opponent,3,heavily_covered,settled,right,high,air,f,off_target
girls_lacrosse,16,opponent,7,lightly_covered,settled,left,high,air,f,off_target
girls_lacrosse,16,opponent,9,lightly_covered,settled,right,high,air,f,goal
girls_lacrosse,16,opponent,9,wide_open,penalty_shot,right,low,air,f,off_target
girls_lacrosse,16,opponent,2,lightly_covered,settled,right,high,air,t,off_target
girls_lacrosse,16,opponent,7,heavily_covered,settled,right,high,air,f,on_target
girls_lacrosse,16,opponent,5,heavily_covered,settled,right,high,air,f,off_target
girls_lacrosse,16,opponent,5,heavily_covered,settled,right,low,air,f,off_target
girls_lacrosse,16,opponent,5,wide_open,penalty_shot,right,high,air,f,off_target
girls_lacrosse,16,opponent,2,heavily_covered,settled,right,high,air,t,off_target
girls_lacrosse,16,opponent,6,lightly_covered,settled,right,low,air,t,on_target
girls_lacrosse,16,opponent,1,wide_open,penalty_shot,left,high,air,f,goal
girls_lacrosse,16,opponent,3,wide_open,transition,right,low,air,t,goal
girls_lacrosse,16,opponent,5,lightly_covered,penalty_shot,left,high,air,f,off_target
girls_lacrosse,16,opponent,6,heavily_covered,settled,right,low,air,f,on_target
girls_lacrosse,16,mka,2,heavily_covered,transition,right,high,air,t,off_target
girls_lacrosse,16,mka,3,lightly_covered,transition,right,low,bouncer,f,goal
girls_lacrosse,16,mka,7,lightly_covered,penalty_shot,right,high,bouncer,f,on_target
girls_lacrosse,16,mka,6,lightly_covered,penalty_shot,left,high,bouncer,f,on_target
girls_lacrosse,16,mka,6,wide_open,penalty_shot,right,high,air,f,goal
girls_lacrosse,16,opponent,2,heavily_covered,settled,right,high,air,t,goal
girls_lacrosse,16,mka,2,wide_open,transition,left,high,air,t,goal
girls_lacrosse,16,mka,6,heavily_covered,transition,right,low,air,t,on_target
girls_lacrosse,16,opponent,3,wide_open,settled,right,high,air,t,off_target
girls_lacrosse,16,opponent,2,heavily_covered,settled,left,high,air,f,off_target
girls_lacrosse,16,opponent,5,heavily_covered,settled,right,high,air,f,off_target
girls_lacrosse,16,opponent,5,heavily_covered,settled,right,high,air,f,off_target
girls_lacrosse,16,mka,4,wide_open,settled,right,high,air,t,goal
girls_lacrosse,17,mka,3,lightly_covered,penalty_shot,right,high,air,f,goal
girls_lacrosse,17,mka,2,lightly_covered,settled,right,low,air,t,on_target
girls_lacrosse,17,mka,1,lightly_covered,settled,right,low,air,t,goal
girls_lacrosse,17,opponent,7,lightly_covered,settled,right,low,air,t,goal
girls_lacrosse,17,opponent,5,wide_open,settled,right,high,air,f,goal
girls_lacrosse,17,mka,1,lightly_covered,transition,right,low,air,f,goal
girls_lacrosse,17,mka,1,wide_open,settled,right,low,air,t,on_target
girls_lacrosse,17,mka,6,heavily_covered,settled,right,high,air,t,on_target
girls_lacrosse,17,mka,5,heavily_covered,transition,right,high,air,t,off_target
girls_lacrosse,17,mka,1,lightly_covered,settled,right,low,air,t,goal
girls_lacrosse,17,opponent,6,lightly_covered,settled,right,high,air,t,on_target
girls_lacrosse,17,mka,6,wide_open,penalty_shot,left,high,air,t,goal
girls_lacrosse,17,mka,6,heavily_covered,transition,right,low,air,f,on_target
girls_lacrosse,17,mka,5,lightly_covered,settled,right,low,bouncer,t,goal
girls_lacrosse,17,mka,3,wide_open,penalty_shot,right,high,air,f,goal
girls_lacrosse,17,mka,5,heavily_covered,settled,right,high,air,t,goal
girls_lacrosse,17,mka,1,wide_open,transition,right,high,air,t,goal
girls_lacrosse,17,mka,2,heavily_covered,settled,right,high,air,t,on_target
girls_lacrosse,17,mka,3,wide_open,transition,right,high,air,t,on_target
girls_lacrosse,17,mka,5,lightly_covered,settled,right,high,air,t,goal
girls_lacrosse,17,opponent,5,heavily_covered,settled,right,low,bouncer,f,on_target
girls_lacrosse,17,opponent,6,heavily_covered,penalty_shot,right,high,bouncer,f,on_target
girls_lacrosse,17,mka,7,wide_open,penalty_shot,right,high,air,t,goal
girls_lacrosse,17,mka,7,heavily_covered,settled,left,high,air,t,goal
girls_lacrosse,17,mka,2,wide_open,settled,right,high,air,t,goal
girls_lacrosse,17,mka,2,wide_open,settled,right,low,bouncer,t,goal
girls_lacrosse,17,opponent,9,heavily_covered,transition,right,high,bouncer,f,on_target
girls_lacrosse,17,mka,6,heavily_covered,settled,right,high,air,t,off_target
girls_lacrosse,17,mka,2,heavily_covered,settled,right,high,air,t,goal
girls_lacrosse,17,mka,3,lightly_covered,transition,left,high,air,t,on_target
girls_lacrosse,17,opponent,5,lightly_covered,settled,right,low,bouncer,f,on_target
girls_lacrosse,17,mka,3,lightly_covered,settled,left,high,air,t,goal
girls_lacrosse,17,mka,2,lightly_covered,settled,right,high,air,t,goal
girls_lacrosse,17,opponent,7,lightly_covered,settled,right,high,air,t,on_target
girls_lacrosse,17,opponent,5,wide_open,penalty_shot,right,low,air,f,on_target
girls_lacrosse,17,mka,6,heavily_covered,settled,right,low,bouncer,t,goal
girls_lacrosse,17,opponent,6,lightly_covered,penalty_shot,right,low,bouncer,f,on_target
girls_lacrosse,17,opponent,2,wide_open,penalty_shot,right,high,air,f,goal
girls_lacrosse,17,opponent,6,heavily_covered,settled,right,low,air,f,off_target
girls_lacrosse,17,opponent,7,heavily_covered,settled,right,high,air,f,off_target
girls_lacrosse,17,opponent,7,lightly_covered,penalty_shot,right,low,bouncer,f,on_target
girls_lacrosse,17,mka,6,heavily_covered,settled,right,high,air,f,off_target
girls_lacrosse,17,mka,6,heavily_covered,penalty_shot,right,high,air,f,off_target
girls_lacrosse,17,mka,6,heavily_covered,settled,right,high,bouncer,t,on_target
girls_lacrosse,17,mka,6,heavily_covered,settled,right,high,air,t,goal
girls_lacrosse,18,,,,,,,,,
girls_lacrosse,19,mka,2,heavily_covered,transition,right,high,air,t,goal
girls_lacrosse,19,mka,5,lightly_covered,transition,right,low,air,f,goal
girls_lacrosse,19,mka,1,heavily_covered,settled,right,high,air,t,goal
girls_lacrosse,19,mka,5,wide_open,settled,right,low,air,t,goal
girls_lacrosse,19,opponent,1,lightly_covered,transition,right,high,air,f,on_target
girls_lacrosse,19,mka,6,heavily_covered,transition,left,high,air,f,goal
girls_lacrosse,19,mka,5,heavily_covered,transition,right,high,air,f,off_target
girls_lacrosse,19,mka,5,wide_open,settled,right,low,air,t,goal
girls_lacrosse,19,mka,5,lightly_covered,settled,right,low,air,f,goal
girls_lacrosse,19,mka,5,wide_open,settled,right,low,air,t,on_target
girls_lacrosse,19,mka,5,heavily_covered,settled,right,low,air,f,on_target
girls_lacrosse,19,opponent,1,heavily_covered,transition,right,high,air,f,on_target
girls_lacrosse,19,opponent,4,lightly_covered,transition,right,high,air,t,on_target
girls_lacrosse,19,mka,5,heavily_covered,penalty_shot,right,low,bouncer,f,on_target
girls_lacrosse,19,mka,6,lightly_covered,transition,left,high,air,t,goal
girls_lacrosse,19,mka,2,heavily_covered,transition,right,high,bouncer,t,off_target
girls_lacrosse,19,opponent,5,lightly_covered,transition,right,high,bouncer,f,goal
girls_lacrosse,19,mka,6,wide_open,transition,right,low,air,f,on_target
girls_lacrosse,19,mka,2,lightly_covered,penalty_shot,right,low,bouncer,f,on_target
girls_lacrosse,19,mka,3,wide_open,settled,right,low,air,t,goal
girls_lacrosse,19,mka,1,lightly_covered,transition,right,low,air,f,goal
girls_lacrosse,19,opponent,2,wide_open,transition,right,high,air,t,off_target
girls_lacrosse,19,opponent,2,lightly_covered,settled,right,low,bouncer,f,off_target
girls_lacrosse,19,mka,7,lightly_covered,transition,left,high,air,t,goal
girls_lacrosse,19,mka,5,lightly_covered,settled,right,high,air,f,off_target
girls_lacrosse,19,mka,2,wide_open,transition,right,high,air,t,goal
girls_lacrosse,19,mka,6,heavily_covered,penalty_shot,right,low,bouncer,f,on_target
girls_lacrosse,19,mka,5,wide_open,settled,right,high,air,t,goal
girls_lacrosse,19,mka,7,wide_open,settled,left,high,air,t,goal
girls_lacrosse,19,mka,2,wide_open,transition,right,high,air,t,goal
girls_lacrosse,19,mka,6,lightly_covered,settled,left,high,air,t,on_target
girls_lacrosse,19,opponent,5,heavily_covered,settled,right,low,bouncer,f,on_target
girls_lacrosse,19,mka,5,heavily_covered,penalty_shot,right,low,air,f,on_target
girls_lacrosse,19,opponent,3,heavily_covered,settled,right,high,air,f,on_target
girls_lacrosse,19,opponent,2,wide_open,settled,right,low,air,t,goal
girls_lacrosse,19,opponent,6,lightly_covered,penalty_shot,right,low,bouncer,f,goal
girls_lacrosse,19,opponent,7,heavily_covered,transition,right,high,air,t,off_target
girls_lacrosse,19,opponent,5,wide_open,settled,right,high,air,t,on_target
girls_lacrosse,19,mka,3,lightly_covered,transition,left,high,air,t,goal
girls_lacrosse,19,mka,7,lightly_covered,transition,right,low,air,t,off_target
girls_lacrosse,19,opponent,6,heavily_covered,settled,right,low,air,f,on_target
girls_lacrosse,19,mka,6,wide_open,penalty_shot,right,low,bouncer,f,goal
girls_lacrosse,19,mka,3,wide_open,settled,right,high,air,t,goal
girls_lacrosse,19,mka,6,lightly_covered,transition,right,low,air,t,off_target
girls_lacrosse,19,mka,9,wide_open,penalty_shot,right,high,air,f,on_target
girls_lacrosse,19,opponent,3,heavily_covered,transition,right,low,air,f,goal
girls_lacrosse,19,opponent,2,lightly_covered,transition,right,high,air,t,on_target
girls_lacrosse,19,mka,2,lightly_covered,transition,left,low,bouncer,t,on_target
girls_lacrosse,19,mka,2,heavily_covered,settled,left,low,bouncer,f,on_target
girls_lacrosse,19,opponent,2,wide_open,transition,right,low,bouncer,f,goal
girls_lacrosse,19,opponent,9,wide_open,transition,right,high,air,f,off_target
girls_lacrosse,20,mka,2,wide_open,settled,right,high,air,t,on_target
girls_lacrosse,20,mka,6,wide_open,transition,right,high,air,t,goal
girls_lacrosse,20,opponent,3,lightly_covered,settled,right,high,air,f,goal
girls_lacrosse,20,opponent,7,lightly_covered,settled,right,high,bouncer,t,off_target
girls_lacrosse,20,opponent,6,lightly_covered,settled,right,high,air,f,goal
girls_lacrosse,20,opponent,7,heavily_covered,transition,right,low,bouncer,t,goal
girls_lacrosse,20,mka,5,lightly_covered,transition,right,low,bouncer,f,goal
girls_lacrosse,20,opponent,5,wide_open,transition,right,low,bouncer,f,goal
girls_lacrosse,20,mka,7,lightly_covered,penalty_shot,left,low,bouncer,f,goal
girls_lacrosse,20,mka,5,heavily_covered,settled,right,high,air,f,off_target
girls_lacrosse,20,mka,4,heavily_covered,settled,right,low,bouncer,f,on_target
girls_lacrosse,20,opponent,7,wide_open,penalty_shot,right,high,air,f,goal
girls_lacrosse,20,mka,2,heavily_covered,transition,right,high,air,t,off_target
girls_lacrosse,20,mka,6,lightly_covered,settled,left,high,bouncer,f,on_target
girls_lacrosse,20,mka,5,lightly_covered,settled,right,high,air,f,on_target
girls_lacrosse,20,mka,6,heavily_covered,settled,right,high,air,f,off_target
girls_lacrosse,20,opponent,3,wide_open,transition,left,low,bouncer,t,goal
girls_lacrosse,20,opponent,7,heavily_covered,settled,left,high,air,t,off_target
girls_lacrosse,20,opponent,2,heavily_covered,transition,right,low,bouncer,f,on_target
girls_lacrosse,20,mka,5,heavily_covered,settled,right,high,bouncer,f,off_target
girls_lacrosse,20,mka,1,lightly_covered,settled,right,high,air,t,goal
girls_lacrosse,20,opponent,3,lightly_covered,transition,right,high,air,t,goal
girls_lacrosse,20,mka,2,heavily_covered,settled,right,high,air,f,on_target
girls_lacrosse,20,opponent,2,wide_open,transition,right,low,bouncer,t,goal
girls_lacrosse,20,opponent,2,wide_open,settled,right,low,air,t,goal
girls_lacrosse,20,opponent,2,heavily_covered,settled,right,low,bouncer,t,on_target
girls_lacrosse,20,opponent,7,wide_open,penalty_shot,right,high,air,f,on_target
girls_lacrosse,20,opponent,1,lightly_covered,settled,left,high,air,f,off_target
girls_lacrosse,20,opponent,1,heavily_covered,penalty_shot,right,high,air,f,on_target
girls_lacrosse,20,opponent,5,lightly_covered,transition,right,low,bouncer,f,goal
girls_lacrosse,20,mka,2,heavily_covered,settled,left,high,air,f,on_target
girls_lacrosse,20,opponent,3,wide_open,transition,right,low,bouncer,t,goal
girls_lacrosse,20,mka,1,lightly_covered,transition,right,low,bouncer,f,goal
